COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles,isFeasible
0.715LKM-800L,1381,800,1,1,1
0.754LKM-1000L,1381,1000,1,1,1
0.845LKM-1200L,1381,1200,1,1,1
0.42LKM-600L,1382,600,1,1,1
0.55LKM-800L,1382,800,1,1,1
0.58LKM-1000L,1382,1000,1,1,1
0.65LKM-1200L,1382,1200,1,1,1
0.546LKM-600L,1382,600,1,1,1
0.715LKM-800L,1382,800,1,1,1
0.754LKM-1000L,1382,1000,1,1,1
0.845LKM-1200L,1382,1200,1,1,1
0.42LKM-600L,1383,600,1,1,1
0.55LKM-800L,1383,800,1,1,1
0.58LKM-1000L,1383,1000,1,1,1
0.65LKM-1200L,1383,1200,1,1,1
0.546LKM-600L,1383,600,1,1,1
0.715LKM-800L,1383,800,1,1,1
0.754LKM-1000L,1383,1000,1,1,1
0.845LKM-1200L,1383,1200,1,1,1
0.42LKM-600L,1384,600,1,1,1
0.55LKM-800L,1384,800,1,1,1
0.58LKM-1000L,1384,1000,1,1,1
0.65LKM-1200L,1384,1200,1,1,1
0.546LKM-600L,1384,600,1,1,1
0.715LKM-800L,1384,800,1,1,1
0.754LKM-1000L,1384,1000,1,1,1
0.845LKM-1200L,1384,1200,1,1,1
0.42LKM-600L,1385,600,1,1,1
0.55LKM-800L,1385,800,1,1,1
0.58LKM-1000L,1385,1000,1,1,1
0.65LKM-1200L,1385,1200,1,1,1
0.546LKM-600L,1385,600,1,1,0
0.715LKM-800L,1385,800,1,1,0
0.754LKM-1000L,1385,1000,1,1,1
0.845LKM-1200L,1385,1200,1,1,1
0.42LKM-600L,1386,600,1,1,1
0.55LKM-800L,1386,800,1,1,1
0.58LKM-1000L,1386,1000,1,1,1
0.65LKM-1200L,1386,1200,1,1,1
0.546LKM-600L,1386,600,1,1,1
0.715LKM-800L,1386,800,1,1,1
0.754LKM-1000L,1386,1000,1,1,1
0.845LKM-1200L,1386,1200,1,1,1
0.42LKM-600L,1387,600,1,1,1
0.55LKM-800L,1387,800,1,1,1
0.58LKM-1000L,1387,1000,1,1,1
0.65LKM-1200L,1387,1200,1,1,1
0.546LKM-600L,1387,600,1,1,1
0.715LKM-800L,1387,800,1,1,1
0.754LKM-1000L,1387,1000,1,1,1
0.845LKM-1200L,1387,1200,1,1,1
0.42LKM-600L,1388,600,1,1,1
0.55LKM-800L,1388,800,1,1,1
0.58LKM-1000L,1388,1000,1,1,1
0.65LKM-1200L,1388,1200,1,1,1
0.546LKM-600L,1388,600,1,1,0
0.715LKM-800L,1388,800,1,1,0
0.754LKM-1000L,1388,1000,1,1,1
0.845LKM-1200L,1388,1200,1,1,1
0.42LKM-600L,1389,600,1,1,1
0.55LKM-800L,1389,800,1,1,1
0.58LKM-1000L,1389,1000,1,1,1
0.65LKM-1200L,1389,1200,1,1,1
0.546LKM-600L,1389,600,1,1,0
0.715LKM-800L,1389,800,1,1,0
0.754LKM-1000L,1389,1000,1,1,1
0.845LKM-1200L,1389,1200,1,1,1
0.42LKM-600L,139,600,1,1,1
0.55LKM-800L,139,800,1,1,1
0.58LKM-1000L,139,1000,1,1,1
0.65LKM-1200L,139,1200,1,1,1
0.546LKM-600L,139,600,1,1,1
0.715LKM-800L,139,800,1,1,1
0.754LKM-1000L,139,1000,1,1,1
0.845LKM-1200L,139,1200,1,1,1
0.42LKM-600L,1390,600,1,1,1
0.55LKM-800L,1390,800,1,1,1
0.58LKM-1000L,1390,1000,1,1,1
0.65LKM-1200L,1390,1200,1,1,1
0.546LKM-600L,1390,600,1,1,1
0.715LKM-800L,1390,800,1,1,1
0.754LKM-1000L,1390,1000,1,1,1
0.845LKM-1200L,1390,1200,1,1,1
0.42LKM-600L,1391,600,1,1,1
0.55LKM-800L,1391,800,1,1,1
0.58LKM-1000L,1391,1000,1,1,1
0.65LKM-1200L,1391,1200,1,1,1
0.546LKM-600L,1391,600,1,1,1
0.715LKM-800L,1391,800,1,1,1
0.754LKM-1000L,1391,1000,1,1,1
0.845LKM-1200L,1391,1200,1,1,1
0.42LKM-600L,1392,600,1,1,1
0.55LKM-800L,1392,800,1,1,1
0.58LKM-1000L,1392,1000,1,1,1
0.65LKM-1200L,1392,1200,1,1,1
0.546LKM-600L,1392,600,1,1,1
0.715LKM-800L,1392,800,1,1,1
0.754LKM-1000L,1392,1000,1,1,1
0.845LKM-1200L,1392,1200,1,1,1
0.42LKM-600L,1393,600,1,1,1
0.55LKM-800L,1393,800,1,1,1
0.58LKM-1000L,1393,1000,1,1,1
0.65LKM-1200L,1393,1200,1,1,1
0.546LKM-600L,1393,600,1,1,1
0.715LKM-800L,1393,800,1,1,1
0.754LKM-1000L,1393,1000,1,1,1
0.845LKM-1200L,1393,1200,1,1,1
0.42LKM-600L,1394,600,1,1,1
0.55LKM-800L,1394,800,1,1,1
0.58LKM-1000L,1394,1000,1,1,1
0.65LKM-1200L,1394,1200,1,1,1
0.546LKM-600L,1394,600,1,1,1
0.715LKM-800L,1394,800,1,1,1
0.754LKM-1000L,1394,1000,1,1,1
0.845LKM-1200L,1394,1200,1,1,1
0.42LKM-600L,1395,600,1,1,1
0.55LKM-800L,1395,800,1,1,1
0.58LKM-1000L,1395,1000,1,1,1
0.65LKM-1200L,1395,1200,1,1,1
0.546LKM-600L,1395,600,1,1,1
0.715LKM-800L,1395,800,1,1,1
0.754LKM-1000L,1395,1000,1,1,1
0.845LKM-1200L,1395,1200,1,1,1
0.42LKM-600L,1396,600,1,1,1
0.55LKM-800L,1396,800,1,1,1
0.58LKM-1000L,1396,1000,1,1,1
0.65LKM-1200L,1396,1200,1,1,1
0.546LKM-600L,1396,600,1,1,1
0.715LKM-800L,1396,800,1,1,1
0.754LKM-1000L,1396,1000,1,1,1
0.845LKM-1200L,1396,1200,1,1,1
0.42LKM-600L,1397,600,1,1,1
0.55LKM-800L,1397,800,1,1,1
0.58LKM-1000L,1397,1000,1,1,1
0.65LKM-1200L,1397,1200,1,1,1
0.546LKM-600L,1397,600,1,1,1
0.715LKM-800L,1397,800,1,1,1
0.754LKM-1000L,1397,1000,1,1,1
0.845LKM-1200L,1397,1200,1,1,1
0.42LKM-600L,1398,600,1,1,1
0.55LKM-800L,1398,800,1,1,1
0.58LKM-1000L,1398,1000,1,1,1
0.65LKM-1200L,1398,1200,1,1,1
0.546LKM-600L,1398,600,1,1,1
0.715LKM-800L,1398,800,1,1,1
0.754LKM-1000L,1398,1000,1,1,1
0.845LKM-1200L,1398,1200,1,1,1
0.42LKM-600L,1399,600,1,1,1
0.55LKM-800L,1399,800,1,1,1
0.58LKM-1000L,1399,1000,1,1,1
0.65LKM-1200L,1399,1200,1,1,1
0.546LKM-600L,1399,600,1,1,1
0.715LKM-800L,1399,800,1,1,1
0.754LKM-1000L,1399,1000,1,1,1
0.845LKM-1200L,1399,1200,1,1,1
0.42LKM-600L,14,600,1,1,1
0.55LKM-800L,14,800,1,1,1
0.58LKM-1000L,14,1000,1,1,1
0.65LKM-1200L,14,1200,1,1,1
0.546LKM-600L,14,600,1,1,1
0.715LKM-800L,14,800,1,1,1
0.754LKM-1000L,14,1000,1,1,1
0.845LKM-1200L,14,1200,1,1,1
0.42LKM-600L,140,600,1,1,1
0.55LKM-800L,140,800,1,1,1
0.58LKM-1000L,140,1000,1,1,1
0.65LKM-1200L,140,1200,1,1,1
0.546LKM-600L,140,600,1,1,1
0.715LKM-800L,140,800,1,1,1
0.754LKM-1000L,140,1000,1,1,1
0.845LKM-1200L,140,1200,1,1,1
0.42LKM-600L,1400,600,1,1,1
0.55LKM-800L,1400,800,1,1,1
0.58LKM-1000L,1400,1000,1,1,1
0.65LKM-1200L,1400,1200,1,1,1
0.546LKM-600L,1400,600,1,1,1
0.715LKM-800L,1400,800,1,1,1
0.754LKM-1000L,1400,1000,1,1,1
0.845LKM-1200L,1400,1200,1,1,1
0.42LKM-600L,1401,600,1,1,1
0.55LKM-800L,1401,800,1,1,1
0.58LKM-1000L,1401,1000,1,1,1
0.65LKM-1200L,1401,1200,1,1,1
0.546LKM-600L,1401,600,1,1,1
0.715LKM-800L,1401,800,1,1,1
0.754LKM-1000L,1401,1000,1,1,1
0.845LKM-1200L,1401,1200,1,1,1
0.42LKM-600L,1402,600,1,1,1
0.55LKM-800L,1402,800,1,1,1
0.58LKM-1000L,1402,1000,1,1,1
0.65LKM-1200L,1402,1200,1,1,1
0.546LKM-600L,1402,600,1,1,1
0.715LKM-800L,1402,800,1,1,1
0.754LKM-1000L,1402,1000,1,1,1
0.845LKM-1200L,1402,1200,1,1,1
0.42LKM-600L,1403,600,1,1,1
0.55LKM-800L,1403,800,1,1,1
0.58LKM-1000L,1403,1000,1,1,1
0.65LKM-1200L,1403,1200,1,1,1
0.546LKM-600L,1403,600,1,1,1
0.715LKM-800L,1403,800,1,1,1
0.754LKM-1000L,1403,1000,1,1,1
0.845LKM-1200L,1403,1200,1,1,1
0.42LKM-600L,1404,600,1,1,1
0.55LKM-800L,1404,800,1,1,1
0.58LKM-1000L,1404,1000,1,1,1
0.65LKM-1200L,1404,1200,1,1,1
0.546LKM-600L,1404,600,1,1,1
0.715LKM-800L,1404,800,1,1,1
0.754LKM-1000L,1404,1000,1,1,1
0.845LKM-1200L,1404,1200,1,1,1
0.42LKM-600L,1405,600,1,1,1
0.55LKM-800L,1405,800,1,1,1
0.58LKM-1000L,1405,1000,1,1,1
0.65LKM-1200L,1405,1200,1,1,1
0.546LKM-600L,1405,600,1,1,1
0.715LKM-800L,1405,800,1,1,1
0.754LKM-1000L,1405,1000,1,1,1
0.845LKM-1200L,1405,1200,1,1,1
0.42LKM-600L,1406,600,1,1,1
0.55LKM-800L,1406,800,1,1,1
0.58LKM-1000L,1406,1000,1,1,1
0.65LKM-1200L,1406,1200,1,1,1
0.546LKM-600L,1406,600,1,1,1
0.715LKM-800L,1406,800,1,1,1
0.754LKM-1000L,1406,1000,1,1,1
0.845LKM-1200L,1406,1200,1,1,1
0.42LKM-600L,1407,600,1,1,1
0.55LKM-800L,1407,800,1,1,1
0.58LKM-1000L,1407,1000,1,1,1
0.65LKM-1200L,1407,1200,1,1,1
0.546LKM-600L,1407,600,1,1,1
0.715LKM-800L,1407,800,1,1,1
0.754LKM-1000L,1407,1000,1,1,1
0.845LKM-1200L,1407,1200,1,1,1
0.42LKM-600L,1408,600,1,1,1
0.55LKM-800L,1408,800,1,1,1
0.58LKM-1000L,1408,1000,1,1,1
0.65LKM-1200L,1408,1200,1,1,1
0.546LKM-600L,1408,600,1,1,0
0.715LKM-800L,1408,800,1,1,0
0.754LKM-1000L,1408,1000,1,1,1
0.845LKM-1200L,1408,1200,1,1,1
0.42LKM-600L,1409,600,1,1,1
0.55LKM-800L,1409,800,1,1,1
0.58LKM-1000L,1409,1000,1,1,1
0.65LKM-1200L,1409,1200,1,1,1
0.546LKM-600L,1409,600,1,1,1
0.715LKM-800L,1409,800,1,1,1
0.754LKM-1000L,1409,1000,1,1,1
0.845LKM-1200L,1409,1200,1,1,1
0.42LKM-600L,141,600,1,1,1
0.55LKM-800L,141,800,1,1,1
0.58LKM-1000L,141,1000,1,1,1
0.65LKM-1200L,141,1200,1,1,1
0.546LKM-600L,141,600,1,1,0
0.715LKM-800L,141,800,1,1,0
0.754LKM-1000L,141,1000,1,1,1
0.845LKM-1200L,141,1200,1,1,1
0.42LKM-600L,1410,600,1,1,1
0.55LKM-800L,1410,800,1,1,1
0.58LKM-1000L,1410,1000,1,1,1
0.65LKM-1200L,1410,1200,1,1,1
0.546LKM-600L,1410,600,1,1,1
0.715LKM-800L,1410,800,1,1,1
0.754LKM-1000L,1410,1000,1,1,1
0.845LKM-1200L,1410,1200,1,1,1
0.42LKM-600L,1411,600,1,1,1
0.55LKM-800L,1411,800,1,1,1
0.58LKM-1000L,1411,1000,1,1,1
0.65LKM-1200L,1411,1200,1,1,1
0.546LKM-600L,1411,600,1,1,0
0.715LKM-800L,1411,800,1,1,0
0.754LKM-1000L,1411,1000,1,1,1
0.845LKM-1200L,1411,1200,1,1,1
0.42LKM-600L,1412,600,1,1,1
0.55LKM-800L,1412,800,1,1,1
0.58LKM-1000L,1412,1000,1,1,1
0.65LKM-1200L,1412,1200,1,1,1
0.546LKM-600L,1412,600,1,1,0
0.715LKM-800L,1412,800,1,1,0
0.754LKM-1000L,1412,1000,1,1,1
0.845LKM-1200L,1412,1200,1,1,1
0.42LKM-600L,1413,600,1,1,1
0.55LKM-800L,1413,800,1,1,1
0.58LKM-1000L,1413,1000,1,1,1
0.65LKM-1200L,1413,1200,1,1,1
0.546LKM-600L,1413,600,1,1,1
0.715LKM-800L,1413,800,1,1,1
0.754LKM-1000L,1413,1000,1,1,1
0.845LKM-1200L,1413,1200,1,1,1
0.42LKM-600L,1414,600,1,1,1
0.55LKM-800L,1414,800,1,1,1
0.58LKM-1000L,1414,1000,1,1,1
0.65LKM-1200L,1414,1200,1,1,1
0.546LKM-600L,1414,600,1,1,0
0.715LKM-800L,1414,800,1,1,0
0.754LKM-1000L,1414,1000,1,1,1
0.845LKM-1200L,1414,1200,1,1,1
0.42LKM-600L,1415,600,1,1,1
0.55LKM-800L,1415,800,1,1,1
0.58LKM-1000L,1415,1000,1,1,1
0.65LKM-1200L,1415,1200,1,1,1
0.546LKM-600L,1415,600,1,1,1
0.715LKM-800L,1415,800,1,1,1
0.754LKM-1000L,1415,1000,1,1,1
0.845LKM-1200L,1415,1200,1,1,1
0.42LKM-600L,1416,600,1,1,1
0.55LKM-800L,1416,800,1,1,1
0.58LKM-1000L,1416,1000,1,1,1
0.65LKM-1200L,1416,1200,1,1,1
0.546LKM-600L,1416,600,1,1,1
0.715LKM-800L,1416,800,1,1,1
0.754LKM-1000L,1416,1000,1,1,1
0.845LKM-1200L,1416,1200,1,1,1
0.42LKM-600L,1417,600,1,1,1
0.55LKM-800L,1417,800,1,1,1
0.58LKM-1000L,1417,1000,1,1,1
0.65LKM-1200L,1417,1200,1,1,1
0.546LKM-600L,1417,600,1,1,1
0.715LKM-800L,1417,800,1,1,1
0.754LKM-1000L,1417,1000,1,1,1
0.845LKM-1200L,1417,1200,1,1,1
0.42LKM-600L,1418,600,1,1,1
0.55LKM-800L,1418,800,1,1,1
0.58LKM-1000L,1418,1000,1,1,1
0.65LKM-1200L,1418,1200,1,1,1
0.546LKM-600L,1418,600,1,1,1
0.715LKM-800L,1418,800,1,1,1
0.754LKM-1000L,1418,1000,1,1,1
0.845LKM-1200L,1418,1200,1,1,1
0.42LKM-600L,1419,600,1,1,1
0.55LKM-800L,1419,800,1,1,1
0.58LKM-1000L,1419,1000,1,1,1
0.65LKM-1200L,1419,1200,1,1,1
0.546LKM-600L,1419,600,1,1,1
0.715LKM-800L,1419,800,1,1,1
0.754LKM-1000L,1419,1000,1,1,1
0.845LKM-1200L,1419,1200,1,1,1
0.42LKM-600L,142,600,1,1,1
0.55LKM-800L,142,800,1,1,1
0.58LKM-1000L,142,1000,1,1,1
0.65LKM-1200L,142,1200,1,1,1
0.546LKM-600L,142,600,1,1,1
0.715LKM-800L,142,800,1,1,1
0.754LKM-1000L,142,1000,1,1,1
0.845LKM-1200L,142,1200,1,1,1
0.42LKM-600L,1420,600,1,1,1
0.55LKM-800L,1420,800,1,1,1
0.58LKM-1000L,1420,1000,1,1,1
0.65LKM-1200L,1420,1200,1,1,1
0.546LKM-600L,1420,600,1,1,1
0.715LKM-800L,1420,800,1,1,1
0.754LKM-1000L,1420,1000,1,1,1
0.845LKM-1200L,1420,1200,1,1,1
0.42LKM-600L,1421,600,1,1,1
0.55LKM-800L,1421,800,1,1,1
0.58LKM-1000L,1421,1000,1,1,1
0.65LKM-1200L,1421,1200,1,1,1
0.546LKM-600L,1421,600,1,1,1
0.715LKM-800L,1421,800,1,1,1
0.754LKM-1000L,1421,1000,1,1,1
0.845LKM-1200L,1421,1200,1,1,1
0.42LKM-600L,1422,600,1,1,1
0.55LKM-800L,1422,800,1,1,1
0.58LKM-1000L,1422,1000,1,1,1
0.65LKM-1200L,1422,1200,1,1,1
0.546LKM-600L,1422,600,1,1,1
0.715LKM-800L,1422,800,1,1,1
0.754LKM-1000L,1422,1000,1,1,1
0.845LKM-1200L,1422,1200,1,1,1
0.42LKM-600L,1423,600,1,1,1
0.55LKM-800L,1423,800,1,1,1
0.58LKM-1000L,1423,1000,1,1,1
0.65LKM-1200L,1423,1200,1,1,1
0.546LKM-600L,1423,600,1,1,1
0.715LKM-800L,1423,800,1,1,1
0.754LKM-1000L,1423,1000,1,1,1
0.845LKM-1200L,1423,1200,1,1,1
0.42LKM-600L,1424,600,1,1,1
0.55LKM-800L,1424,800,1,1,1
0.58LKM-1000L,1424,1000,1,1,1
0.65LKM-1200L,1424,1200,1,1,1
0.546LKM-600L,1424,600,1,1,1
0.715LKM-800L,1424,800,1,1,1
0.754LKM-1000L,1424,1000,1,1,1
0.845LKM-1200L,1424,1200,1,1,1
0.42LKM-600L,1425,600,1,1,1
0.55LKM-800L,1425,800,1,1,1
0.58LKM-1000L,1425,1000,1,1,1
0.65LKM-1200L,1425,1200,1,1,1
0.546LKM-600L,1425,600,1,1,1
0.715LKM-800L,1425,800,1,1,1
0.754LKM-1000L,1425,1000,1,1,1
0.845LKM-1200L,1425,1200,1,1,1
0.42LKM-600L,1426,600,1,1,1
0.55LKM-800L,1426,800,1,1,1
0.58LKM-1000L,1426,1000,1,1,1
0.65LKM-1200L,1426,1200,1,1,1
0.546LKM-600L,1426,600,1,1,1
0.715LKM-800L,1426,800,1,1,1
0.754LKM-1000L,1426,1000,1,1,1
0.845LKM-1200L,1426,1200,1,1,1
0.42LKM-600L,1427,600,1,1,1
0.55LKM-800L,1427,800,1,1,1
0.58LKM-1000L,1427,1000,1,1,1
0.65LKM-1200L,1427,1200,1,1,1
0.546LKM-600L,1427,600,1,1,1
0.715LKM-800L,1427,800,1,1,1
0.754LKM-1000L,1427,1000,1,1,1
0.845LKM-1200L,1427,1200,1,1,1
0.42LKM-600L,1428,600,1,1,1
0.55LKM-800L,1428,800,1,1,1
0.58LKM-1000L,1428,1000,1,1,1
0.65LKM-1200L,1428,1200,1,1,1
0.546LKM-600L,1428,600,1,1,1
0.715LKM-800L,1428,800,1,1,1
0.754LKM-1000L,1428,1000,1,1,1
0.845LKM-1200L,1428,1200,1,1,1
0.42LKM-600L,1429,600,1,1,1
0.55LKM-800L,1429,800,1,1,1
0.58LKM-1000L,1429,1000,1,1,1
0.65LKM-1200L,1429,1200,1,1,1
0.546LKM-600L,1429,600,1,1,1
0.715LKM-800L,1429,800,1,1,1
0.754LKM-1000L,1429,1000,1,1,1
0.845LKM-1200L,1429,1200,1,1,1
0.42LKM-600L,143,600,1,1,1
0.55LKM-800L,143,800,1,1,1
0.58LKM-1000L,143,1000,1,1,1
0.65LKM-1200L,143,1200,1,1,1
0.546LKM-600L,143,600,1,1,1
0.715LKM-800L,143,800,1,1,1
0.754LKM-1000L,143,1000,1,1,1
0.845LKM-1200L,143,1200,1,1,1
0.42LKM-600L,1430,600,1,1,1
0.55LKM-800L,1430,800,1,1,1
0.58LKM-1000L,1430,1000,1,1,1
0.65LKM-1200L,1430,1200,1,1,1
0.546LKM-600L,1430,600,1,1,0
0.715LKM-800L,1430,800,1,1,0
0.754LKM-1000L,1430,1000,1,1,1
0.845LKM-1200L,1430,1200,1,1,1
0.42LKM-600L,1431,600,1,1,1
0.55LKM-800L,1431,800,1,1,1
0.58LKM-1000L,1431,1000,1,1,1
0.65LKM-1200L,1431,1200,1,1,1
0.546LKM-600L,1431,600,1,1,0
0.715LKM-800L,1431,800,1,1,0
0.754LKM-1000L,1431,1000,1,1,1
0.845LKM-1200L,1431,1200,1,1,1
0.42LKM-600L,1432,600,1,1,1
0.55LKM-800L,1432,800,1,1,1
0.58LKM-1000L,1432,1000,1,1,1
0.65LKM-1200L,1432,1200,1,1,1
0.546LKM-600L,1432,600,1,1,0
0.715LKM-800L,1432,800,1,1,0
0.754LKM-1000L,1432,1000,1,1,1
0.845LKM-1200L,1432,1200,1,1,1
0.42LKM-600L,1433,600,1,1,1
0.55LKM-800L,1433,800,1,1,1
0.58LKM-1000L,1433,1000,1,1,1
0.65LKM-1200L,1433,1200,1,1,1
0.546LKM-600L,1433,600,1,1,1
0.715LKM-800L,1433,800,1,1,1
0.754LKM-1000L,1433,1000,1,1,1
0.845LKM-1200L,1433,1200,1,1,1
0.42LKM-600L,1434,600,1,1,1
0.55LKM-800L,1434,800,1,1,1
0.58LKM-1000L,1434,1000,1,1,1
0.65LKM-1200L,1434,1200,1,1,1
0.546LKM-600L,1434,600,1,1,1
0.715LKM-800L,1434,800,1,1,1
0.754LKM-1000L,1434,1000,1,1,1
0.845LKM-1200L,1434,1200,1,1,1
0.42LKM-600L,1435,600,1,1,1
0.55LKM-800L,1435,800,1,1,1
0.58LKM-1000L,1435,1000,1,1,1
0.65LKM-1200L,1435,1200,1,1,1
0.546LKM-600L,1435,600,1,1,1
0.715LKM-800L,1435,800,1,1,1
0.754LKM-1000L,1435,1000,1,1,1
0.845LKM-1200L,1435,1200,1,1,1
0.42LKM-600L,1436,600,1,1,1
0.55LKM-800L,1436,800,1,1,1
0.58LKM-1000L,1436,1000,1,1,1
0.65LKM-1200L,1436,1200,1,1,1
0.546LKM-600L,1436,600,1,1,1
0.715LKM-800L,1436,800,1,1,1
0.754LKM-1000L,1436,1000,1,1,1
0.845LKM-1200L,1436,1200,1,1,1
0.42LKM-600L,1437,600,1,1,1
0.55LKM-800L,1437,800,1,1,1
0.58LKM-1000L,1437,1000,1,1,1
0.65LKM-1200L,1437,1200,1,1,1
0.546LKM-600L,1437,600,1,1,1
0.715LKM-800L,1437,800,1,1,1
0.754LKM-1000L,1437,1000,1,1,1
0.845LKM-1200L,1437,1200,1,1,1
0.42LKM-600L,1438,600,1,1,1
0.55LKM-800L,1438,800,1,1,1
0.58LKM-1000L,1438,1000,1,1,1
0.65LKM-1200L,1438,1200,1,1,1
0.546LKM-600L,1438,600,1,1,1
0.715LKM-800L,1438,800,1,1,1
0.754LKM-1000L,1438,1000,1,1,1
0.845LKM-1200L,1438,1200,1,1,1
0.42LKM-600L,1439,600,1,1,1
0.55LKM-800L,1439,800,1,1,1
0.58LKM-1000L,1439,1000,1,1,1
0.65LKM-1200L,1439,1200,1,1,1
0.546LKM-600L,1439,600,1,1,1
0.715LKM-800L,1439,800,1,1,1
0.754LKM-1000L,1439,1000,1,1,1
0.845LKM-1200L,1439,1200,1,1,1
0.42LKM-600L,144,600,1,1,1
0.55LKM-800L,144,800,1,1,1
0.58LKM-1000L,144,1000,1,1,1
0.65LKM-1200L,144,1200,1,1,1
0.546LKM-600L,144,600,1,1,1
0.715LKM-800L,144,800,1,1,1
0.754LKM-1000L,144,1000,1,1,1
0.845LKM-1200L,144,1200,1,1,1
0.42LKM-600L,1440,600,1,1,1
0.55LKM-800L,1440,800,1,1,1
0.58LKM-1000L,1440,1000,1,1,1
0.65LKM-1200L,1440,1200,1,1,1
0.546LKM-600L,1440,600,1,1,1
0.715LKM-800L,1440,800,1,1,1
0.754LKM-1000L,1440,1000,1,1,1
0.845LKM-1200L,1440,1200,1,1,1
0.42LKM-600L,1441,600,1,1,1
0.55LKM-800L,1441,800,1,1,1
0.58LKM-1000L,1441,1000,1,1,1
0.65LKM-1200L,1441,1200,1,1,1
0.546LKM-600L,1441,600,1,1,1
0.715LKM-800L,1441,800,1,1,1
0.754LKM-1000L,1441,1000,1,1,1
0.845LKM-1200L,1441,1200,1,1,1
0.42LKM-600L,1442,600,1,1,1
0.55LKM-800L,1442,800,1,1,1
0.58LKM-1000L,1442,1000,1,1,1
0.65LKM-1200L,1442,1200,1,1,1
0.546LKM-600L,1442,600,1,1,1
0.715LKM-800L,1442,800,1,1,1
0.754LKM-1000L,1442,1000,1,1,1
0.845LKM-1200L,1442,1200,1,1,1
0.42LKM-600L,1443,600,1,1,1
0.55LKM-800L,1443,800,1,1,1
0.58LKM-1000L,1443,1000,1,1,1
0.65LKM-1200L,1443,1200,1,1,1
0.546LKM-600L,1443,600,1,1,1
0.715LKM-800L,1443,800,1,1,1
0.754LKM-1000L,1443,1000,1,1,1
0.845LKM-1200L,1443,1200,1,1,1
0.42LKM-600L,1444,600,1,1,1
0.55LKM-800L,1444,800,1,1,1
0.58LKM-1000L,1444,1000,1,1,1
0.65LKM-1200L,1444,1200,1,1,1
0.546LKM-600L,1444,600,1,1,1
0.715LKM-800L,1444,800,1,1,1
0.754LKM-1000L,1444,1000,1,1,1
0.845LKM-1200L,1444,1200,1,1,1
0.42LKM-600L,1445,600,1,1,1
0.55LKM-800L,1445,800,1,1,1
0.58LKM-1000L,1445,1000,1,1,1
0.65LKM-1200L,1445,1200,1,1,1
0.546LKM-600L,1445,600,1,1,1
0.715LKM-800L,1445,800,1,1,1
0.754LKM-1000L,1445,1000,1,1,1
0.845LKM-1200L,1445,1200,1,1,1
0.42LKM-600L,1446,600,1,1,1
0.55LKM-800L,1446,800,1,1,1
0.58LKM-1000L,1446,1000,1,1,1
0.65LKM-1200L,1446,1200,1,1,1
0.546LKM-600L,1446,600,1,1,1
0.715LKM-800L,1446,800,1,1,1
0.754LKM-1000L,1446,1000,1,1,1
0.845LKM-1200L,1446,1200,1,1,1
0.42LKM-600L,1447,600,1,1,1
0.55LKM-800L,1447,800,1,1,1
0.58LKM-1000L,1447,1000,1,1,1
0.65LKM-1200L,1447,1200,1,1,1
0.546LKM-600L,1447,600,1,1,0
0.715LKM-800L,1447,800,1,1,0
0.754LKM-1000L,1447,1000,1,1,1
0.845LKM-1200L,1447,1200,1,1,1
0.42LKM-600L,1448,600,1,1,1
0.55LKM-800L,1448,800,1,1,1
0.58LKM-1000L,1448,1000,1,1,1
0.65LKM-1200L,1448,1200,1,1,1
0.546LKM-600L,1448,600,1,1,1
0.715LKM-800L,1448,800,1,1,1
0.754LKM-1000L,1448,1000,1,1,1
0.845LKM-1200L,1448,1200,1,1,1
0.42LKM-600L,1449,600,1,1,1
0.55LKM-800L,1449,800,1,1,1
0.58LKM-1000L,1449,1000,1,1,1
0.65LKM-1200L,1449,1200,1,1,1
0.546LKM-600L,1449,600,1,1,1
0.715LKM-800L,1449,800,1,1,1
0.754LKM-1000L,1449,1000,1,1,1
0.845LKM-1200L,1449,1200,1,1,1
0.42LKM-600L,145,600,1,1,1
0.55LKM-800L,145,800,1,1,1
0.58LKM-1000L,145,1000,1,1,1
0.65LKM-1200L,145,1200,1,1,1
0.546LKM-600L,145,600,1,1,1
0.715LKM-800L,145,800,1,1,1
0.754LKM-1000L,145,1000,1,1,1
0.845LKM-1200L,145,1200,1,1,1
0.42LKM-600L,1450,600,1,1,1
0.55LKM-800L,1450,800,1,1,1
0.58LKM-1000L,1450,1000,1,1,1
0.65LKM-1200L,1450,1200,1,1,1
0.546LKM-600L,1450,600,1,1,0
0.715LKM-800L,1450,800,1,1,0
0.754LKM-1000L,1450,1000,1,1,1
0.845LKM-1200L,1450,1200,1,1,1
0.42LKM-600L,1451,600,1,1,1
0.55LKM-800L,1451,800,1,1,1
0.58LKM-1000L,1451,1000,1,1,1
0.65LKM-1200L,1451,1200,1,1,1
0.546LKM-600L,1451,600,1,1,1
0.715LKM-800L,1451,800,1,1,1
0.754LKM-1000L,1451,1000,1,1,1
0.845LKM-1200L,1451,1200,1,1,1
0.42LKM-600L,1452,600,1,1,1
0.55LKM-800L,1452,800,1,1,1
0.58LKM-1000L,1452,1000,1,1,1
0.65LKM-1200L,1452,1200,1,1,1
0.546LKM-600L,1452,600,1,1,1
0.715LKM-800L,1452,800,1,1,1
0.754LKM-1000L,1452,1000,1,1,1
0.845LKM-1200L,1452,1200,1,1,1
0.42LKM-600L,1453,600,1,1,1
0.55LKM-800L,1453,800,1,1,1
